,name,code,url,gasDayStart,gasInStorage,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info,country,short_company,company_name
1761,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-28,2.0535,2.4,58.4,15,124,178,C,-0.37,13.69,[],FR,Storengy,Storengy S.A.
1762,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-27,2.1095,0,54.4,15,124,178,C,-0.36,14.06,[],FR,Storengy,Storengy S.A.
1763,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-26,2.1639,0,54.8,15,124,178,C,-0.37,14.43,[],FR,Storengy,Storengy S.A.
1764,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-25,2.2187,0,59.9,15,124,178,C,-0.4,14.79,[],FR,Storengy,Storengy S.A.
1765,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-24,2.2786,1.08,57.2,15,124,178,C,-0.37,15.19,[],FR,Storengy,Storengy S.A.
1766,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-23,2.3348,0,60.9,15,124,178,C,-0.41,15.57,[],FR,Storengy,Storengy S.A.
1767,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-22,2.3957,0.6,56.3,15,124,178,C,-0.37,15.97,[],FR,Storengy,Storengy S.A.
1768,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-21,2.4514,0,62.7,15,124,178,C,-0.42,16.34,[],FR,Storengy,Storengy S.A.
1769,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-20,2.5141,0,59.8,15,124,178,C,-0.4,16.76,[],FR,Storengy,Storengy S.A.
1770,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-19,2.5739,0,59.9,15,124,178,C,-0.4,17.16,[],FR,Storengy,Storengy S.A.
1771,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-18,2.6338,14.95,62.8,15,124,178,C,-0.32,17.56,[],FR,Storengy,Storengy S.A.
1772,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-17,2.6816,21.63,44.6,15,124,178,C,-0.15,17.88,[],FR,Storengy,Storengy S.A.
1773,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-16,2.7046,20.81,45.7,15,124,178,C,-0.17,18.03,[],FR,Storengy,Storengy S.A.
1774,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-15,2.7295,0,48.9,15,124,178,C,-0.33,18.2,[],FR,Storengy,Storengy S.A.
1775,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-14,2.7785,0,49.1,15,124,178,C,-0.33,18.52,[],FR,Storengy,Storengy S.A.
1776,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-13,2.8275,0,49.6,15,124,178,C,-0.33,18.85,[],FR,Storengy,Storengy S.A.
1777,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-12,2.8771,0,50,15,124,178,C,-0.33,19.18,[],FR,Storengy,Storengy S.A.
1778,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-11,2.9271,0,50.3,15,124,178,C,-0.34,19.51,[],FR,Storengy,Storengy S.A.
1779,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-10,2.9774,0,50.6,15,124,178,C,-0.34,19.85,[],FR,Storengy,Storengy S.A.
1780,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-09,3.028,1.63,51.7,15,124,178,C,-0.33,20.19,[],FR,Storengy,Storengy S.A.
1781,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-08,3.0781,0,51.3,15,124,178,C,-0.34,20.52,[],FR,Storengy,Storengy S.A.
1782,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-07,3.1294,0,51.7,15,124,178,C,-0.34,20.86,[],FR,Storengy,Storengy S.A.
1783,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-06,3.1811,0.53,52.3,15,124,178,C,-0.34,21.21,[],FR,Storengy,Storengy S.A.
1784,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-05,3.2328,0,52.1,15,124,178,C,-0.35,21.55,[],FR,Storengy,Storengy S.A.
1785,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-04,3.2849,0,52.7,15,124,178,C,-0.35,21.9,[],FR,Storengy,Storengy S.A.
1786,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-03,3.3376,0,53.1,15,124,178,C,-0.35,22.25,[],FR,Storengy,Storengy S.A.
1787,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-02,3.3907,0,53.5,15,124,178,C,-0.36,22.6,[],FR,Storengy,Storengy S.A.
1788,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-02-01,3.4442,0,53.8,15,124,178,C,-0.36,22.96,[],FR,Storengy,Storengy S.A.
1789,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-31,3.498,0,54.2,15,124,178,C,-0.36,23.32,[],FR,Storengy,Storengy S.A.
1790,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-30,3.5522,0.46,54.2,15,124,178,C,-0.36,23.68,[],FR,Storengy,Storengy S.A.
1791,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-29,3.6059,0,73.3,15,124,178,C,-0.49,24.04,[],FR,Storengy,Storengy S.A.
1792,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-28,3.6792,0,74.1,15,124,178,C,-0.49,24.53,[],FR,Storengy,Storengy S.A.
1793,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-27,3.7533,0,74.7,15,124,178,C,-0.5,25.02,[],FR,Storengy,Storengy S.A.
1794,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-26,3.828,0,75.4,15,124,178,C,-0.5,25.52,[],FR,Storengy,Storengy S.A.
1795,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-25,3.9034,0,76.1,15,124,178,C,-0.51,26.02,[],FR,Storengy,Storengy S.A.
1796,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-24,3.9795,0,76.8,15,124,178,C,-0.51,26.53,[],FR,Storengy,Storengy S.A.
1797,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-23,4.0564,0,77.5,15,124,178,C,-0.52,27.04,[],FR,Storengy,Storengy S.A.
1798,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-22,4.1339,0,78.2,15,124,178,C,-0.52,27.56,[],FR,Storengy,Storengy S.A.
1799,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-21,4.2121,0,78.9,15,124,178,C,-0.53,28.08,[],FR,Storengy,Storengy S.A.
1800,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-20,4.291,0,79.6,15,124,178,C,-0.53,28.61,[],FR,Storengy,Storengy S.A.
1801,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-19,4.3707,0,80.4,15,124,178,C,-0.54,29.14,[],FR,Storengy,Storengy S.A.
1802,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-18,4.451,0,81.1,15,124,178,C,-0.54,29.67,[],FR,Storengy,Storengy S.A.
1803,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-17,4.5321,0,81.9,15,124,178,C,-0.55,30.21,[],FR,Storengy,Storengy S.A.
1804,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-16,4.614,0,82.6,15,124,178,C,-0.55,30.76,[],FR,Storengy,Storengy S.A.
1805,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-15,4.6966,0,83.4,15,124,178,C,-0.56,31.31,[],FR,Storengy,Storengy S.A.
1806,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-14,4.78,0,84.1,15,124,178,C,-0.56,31.87,[],FR,Storengy,Storengy S.A.
1807,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-13,4.8641,0,84.9,15,124,178,C,-0.57,32.43,[],FR,Storengy,Storengy S.A.
1808,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-12,4.949,0,85.6,15,124,178,C,-0.57,32.99,[],FR,Storengy,Storengy S.A.
1809,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-11,5.0346,0,86.4,15,124,178,C,-0.58,33.56,[],FR,Storengy,Storengy S.A.
1810,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-10,5.121,0,87.2,15,124,178,C,-0.58,34.14,[],FR,Storengy,Storengy S.A.
1811,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-09,5.2082,0,88,15,124,178,C,-0.59,34.72,[],FR,Storengy,Storengy S.A.
1812,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-08,5.2962,0,88.8,15,124,178,C,-0.59,35.31,[],FR,Storengy,Storengy S.A.
1813,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-07,5.3851,0,89.7,15,124,178,C,-0.6,35.9,[],FR,Storengy,Storengy S.A.
1814,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-06,5.4747,0,90.5,15,124,178,C,-0.6,36.5,[],FR,Storengy,Storengy S.A.
1815,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-05,5.5652,0,91.3,15,124,178,C,-0.61,37.1,[],FR,Storengy,Storengy S.A.
1816,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-04,5.6565,7.73,90.7,15,124,178,C,-0.55,37.71,[],FR,Storengy,Storengy S.A.
1817,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-03,5.7395,10.6,82.4,15,124,178,C,-0.48,38.26,[],FR,Storengy,Storengy S.A.
1818,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-02,5.8112,21.27,56.4,15,124,178,C,-0.23,38.74,[],FR,Storengy,Storengy S.A.
1819,"VGS SERENE NORD (Trois Fontaines l’Abbaye, Cerville, Germiny-sous-Coulombs, Saint-Clair-sur-Epte)",21W000000000073X,21W000000000073X/FR/21X000000001083B,2022-01-01,5.8464,34.23,42.7,15,124,178,C,-0.06,38.98,[],FR,Storengy,Storengy S.A.
1960,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-20,4.9731,39.18,1.1,13.9637,164.27,281.97,C,0.27,35.61,[],FR,Storengy,Storengy S.A.
1961,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-19,4.935,40.56,0.6,13.9637,164.27,281.97,C,0.29,35.34,[],FR,Storengy,Storengy S.A.
1962,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-18,4.8951,39.05,1.4,13.9637,164.27,281.97,C,0.27,35.06,[],FR,Storengy,Storengy S.A.
1963,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-17,4.8574,41.97,1.2,13.9637,164.27,281.97,C,0.29,34.79,[],FR,Storengy,Storengy S.A.
1964,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-16,4.8166,40.81,0,13.9637,164.27,281.97,C,0.29,34.49,[],FR,Storengy,Storengy S.A.
1965,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-15,4.7758,39.92,0,13.9637,164.27,281.97,C,0.29,34.2,[],FR,Storengy,Storengy S.A.
1966,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-14,4.7359,40.57,0,13.9637,164.27,281.97,C,0.29,33.92,[],FR,Storengy,Storengy S.A.
1967,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-13,4.6987,41.07,0,13.9637,164.27,281.97,C,0.29,33.65,[],FR,Storengy,Storengy S.A.
1968,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-12,4.6576,40.27,0.6,13.9637,164.27,281.97,C,0.28,33.36,[],FR,Storengy,Storengy S.A.
1969,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-11,4.6179,41.41,0.6,13.9637,164.27,281.97,C,0.29,33.07,[],FR,Storengy,Storengy S.A.
1970,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-10,4.5771,42.01,1.1,12.9663,152.6,262.32,C,0.32,35.3,[],FR,Storengy,Storengy S.A.
1971,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-09,4.5362,40.59,0.6,12.9663,152.6,262.32,C,0.31,34.98,[],FR,Storengy,Storengy S.A.
1972,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-08,4.4962,37.5,0.1,12.9663,152.6,262.32,C,0.29,34.68,[],FR,Storengy,Storengy S.A.
1973,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-07,4.4588,40.83,0,12.9663,152.6,262.32,C,0.31,34.39,[],FR,Storengy,Storengy S.A.
1974,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-06,4.418,41.31,0.7,12.9663,152.6,262.32,C,0.31,34.07,[],FR,Storengy,Storengy S.A.
1975,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-05,4.3774,31.95,14.1,12.9663,152.6,262.32,C,0.14,33.76,[],FR,Storengy,Storengy S.A.
1976,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-04,4.3595,37.99,5.3,12.9663,152.6,262.32,C,0.25,33.62,[],FR,Storengy,Storengy S.A.
1977,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-03,4.3268,40.89,0.8,12.9663,152.6,262.32,C,0.31,33.37,[],FR,Storengy,Storengy S.A.
1978,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-02,4.2866,33.57,0.8,12.9663,152.6,262.32,C,0.25,33.06,[],FR,Storengy,Storengy S.A.
1979,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-05-01,4.2538,41.86,0.9,12.9663,152.6,262.32,C,0.32,32.81,[],FR,Storengy,Storengy S.A.
1980,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-30,4.2128,38.49,0.8,12.9663,152.6,262.32,C,0.29,32.49,[],FR,Storengy,Storengy S.A.
1981,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-29,4.1751,34.84,10,12.9663,152.6,262.32,C,0.19,32.2,[],FR,Storengy,Storengy S.A.
1982,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-28,4.1537,38.81,5.5,12.9663,152.6,262.32,C,0.26,32.03,[],FR,Storengy,Storengy S.A.
1983,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-27,4.1203,38.93,6.9,12.9663,152.6,262.32,C,0.25,31.78,[],FR,Storengy,Storengy S.A.
1984,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-26,4.0883,37.93,2.8,12.9663,152.6,262.32,C,0.27,31.53,[],FR,Storengy,Storengy S.A.
1985,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-25,4.0532,39.84,1.4,12.9663,152.6,262.32,C,0.3,31.26,[],FR,Storengy,Storengy S.A.
1986,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-24,4.0148,39.84,0,12.9663,152.6,262.32,C,0.31,30.96,[],FR,Storengy,Storengy S.A.
1987,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-23,3.9749,40.41,0.3,12.9663,152.6,262.32,C,0.31,30.66,[],FR,Storengy,Storengy S.A.
1988,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-22,3.9348,41.77,1.7,12.9663,152.6,262.32,C,0.31,30.35,[],FR,Storengy,Storengy S.A.
1989,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-21,3.8947,40.11,2.4,12.9663,152.6,262.32,C,0.29,30.04,[],FR,Storengy,Storengy S.A.
1990,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-20,3.857,39.55,1.7,12.9663,152.6,262.32,C,0.29,29.75,[],FR,Storengy,Storengy S.A.
1991,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-19,3.8191,33.26,6.8,12.9663,152.6,262.32,C,0.2,29.45,[],FR,Storengy,Storengy S.A.
1992,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-18,3.7927,154.22,0.3,12.9663,152.6,262.32,C,1.19,29.25,[],FR,Storengy,Storengy S.A.
1993,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-17,3.6388,155.64,0,12.9663,152.6,262.32,C,1.2,28.06,[],FR,Storengy,Storengy S.A.
1994,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-16,3.4832,157.17,0.7,12.9663,152.6,262.32,C,1.21,26.86,[],FR,Storengy,Storengy S.A.
1995,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-15,3.3267,143.2,0.3,12.9663,152.6,262.32,C,1.1,25.66,[],FR,Storengy,Storengy S.A.
1996,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-14,3.1838,133.83,11.2,12.9663,152.6,262.32,C,0.95,24.55,[],FR,Storengy,Storengy S.A.
1997,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-13,3.0612,123.84,3.8,12.9663,152.6,262.32,C,0.93,23.61,[],FR,Storengy,Storengy S.A.
1998,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-12,2.9411,106.66,2.2,12.9663,152.6,262.32,C,0.81,22.68,[],FR,Storengy,Storengy S.A.
1999,"VGS SEDIANE (Saint-Illiers, Beynes Supérieur, Beynes Profond)",21W0000000000710,21W0000000000710/FR/21X000000001083B,2022-04-11,2.8366,49.53,49,12.9663,152.6,262.32,C,0,21.88,[],FR,Storengy,Storengy S.A.
