name,code,url,gasDayStart,gasInStorage,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info,country,short_company,company_name
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-20,3.3873,22.43,0,11.3451,99.18,104.59,C,0.2,29.86,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-19,3.3649,0,0,11.3451,99.18,104.59,C,0,29.66,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-18,3.3649,0,0,11.3451,99.18,104.59,C,0,29.66,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-17,3.3649,0,0,11.3451,99.18,104.59,C,0,29.66,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-16,3.3654,0.8,0.3,11.3451,99.18,104.59,C,0,29.66,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-15,3.3649,70.64,0,11.3451,99.18,104.59,C,0.62,29.66,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-14,3.2943,64.64,0,11.3451,99.18,104.59,C,0.57,29.04,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-13,3.2296,70.91,0,11.3451,99.18,104.59,C,0.63,28.47,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-12,3.1587,76.58,0,11.3451,99.18,104.59,C,0.68,27.84,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-11,3.0822,75.63,0,11.3451,99.18,104.59,C,0.67,27.17,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-10,3.0065,58.15,0,11.3451,99.18,104.59,C,0.51,26.5,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-09,2.947,86.86,0,11.3451,99.18,104.59,C,0.77,25.98,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-08,2.8601,135.21,0,11.3451,99.18,104.59,C,1.19,25.21,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-07,2.7249,132.5,0,11.3451,99.18,104.59,C,1.17,24.02,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-06,2.5924,97.31,0,11.3451,99.18,104.59,C,0.86,22.85,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-05,2.4951,54.01,0,11.3451,99.18,104.59,C,0.48,21.99,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-04,2.4411,35.64,7.2,11.3451,99.18,104.59,C,0.25,21.52,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-03,2.4127,66.32,0,11.3451,99.18,104.59,C,0.58,21.27,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-02,2.3463,81.09,0,11.3451,99.18,104.59,C,0.71,20.68,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-05-01,2.2652,127.12,0,11.3451,99.18,104.59,C,1.12,19.97,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-30,2.1381,108.75,0,11.3451,99.18,104.59,C,0.96,18.85,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-29,2.0294,91.84,0,11.3451,99.18,104.59,C,0.81,17.89,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-28,1.9375,31.92,13.5,11.3451,99.18,104.59,C,0.16,17.08,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-27,1.9191,38.26,6.3,11.3451,99.18,104.59,C,0.28,16.92,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-26,1.8872,24.27,2.8,11.3451,99.18,104.59,C,0.19,16.63,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-25,1.8657,19.68,9.1,11.3451,99.18,104.59,C,0.09,16.45,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-24,1.8552,53.63,0,11.3451,99.18,104.59,C,0.47,16.35,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-23,1.8015,20.81,0,11.3451,99.18,104.59,C,0.18,15.88,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-22,1.7807,37.16,0,11.3451,99.18,104.59,C,0.33,15.7,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-21,1.7436,37.85,0,11.3451,99.18,104.59,C,0.33,15.37,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-20,1.7057,0,25.2,11.3451,99.18,104.59,C,-0.22,15.03,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-19,1.731,19.65,9.6,11.3451,99.18,104.59,C,0.09,15.26,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-18,1.7209,51.25,0,11.3451,99.18,104.59,C,0.45,15.17,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-17,1.6697,70.18,0,11.3451,99.18,104.59,C,0.62,14.72,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-16,1.5995,70.14,0,11.3451,99.18,104.59,C,0.62,14.1,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-15,1.5293,1.26,56.5,11.3451,99.18,104.59,C,-0.49,13.48,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-14,1.5846,50.29,0,11.3451,99.18,104.59,C,0.44,13.97,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-13,1.5343,33.77,0,11.3451,99.18,104.59,C,0.3,13.52,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-12,1.5005,34.32,12,11.3451,99.18,104.59,C,0.2,13.23,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-11,1.4781,0.65,17.8,11.3451,99.18,104.59,C,-0.15,13.03,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-10,1.4953,16.24,2.8,11.3451,99.18,104.59,C,0.12,13.18,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-09,1.4819,58.96,0,11.3451,99.18,104.59,C,0.52,13.06,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-08,1.4229,0.45,3.2,11.3451,99.18,104.59,C,-0.02,12.54,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-07,1.4256,38.11,0,11.3451,99.18,104.59,C,0.34,12.57,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-06,1.3875,15.91,2.2,11.3451,99.18,104.59,C,0.12,12.23,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-05,1.3743,0,10.4,11.3451,99.18,104.59,C,-0.09,12.11,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-04,1.4356,14.86,4.6,11.3451,99.18,104.59,E,0.09,12.65,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-03,1.4254,14.86,4.6,11.3451,99.18,104.59,C,0.09,12.56,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-02,1.4151,15.08,1.6,11.3451,99.18,104.59,C,0.12,12.47,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-04-01,1.4016,0,29.2,11.3451,99.18,104.59,C,-0.26,12.35,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-31,1.4308,18.07,3.3,11.3451,99.18,104.59,C,0.13,12.61,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-30,1.4161,0,35.2,11.3451,99.18,104.59,C,-0.31,12.48,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-29,1.4513,50.2,0,11.3451,99.18,104.59,C,0.44,12.79,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-28,1.4011,75.61,0,11.3451,99.18,104.59,C,0.67,12.35,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-27,1.3255,88.55,0,11.3451,99.18,104.59,C,0.78,11.68,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-26,1.2369,94.57,0,11.3451,95.04,100.23,C,0.83,10.9,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-25,1.1423,0.38,24,11.3451,99.18,104.59,C,-0.21,10.07,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-24,1.166,0.64,29.1,11.3451,99.18,104.59,C,-0.25,10.28,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-23,1.1944,0.75,24.8,11.3451,99.18,104.59,C,-0.21,10.53,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-22,1.2185,8.66,45.1,11.3451,99.18,104.59,C,-0.32,10.74,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-21,1.2552,0,69.5,11.3451,99.18,104.59,C,-0.61,11.06,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-20,1.3247,0,31.9,11.3451,99.18,104.59,C,-0.28,11.68,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-19,1.3566,0,20.6,11.3451,99.18,104.59,C,-0.18,11.96,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-18,1.3772,0,80.2,11.3451,99.18,104.59,C,-0.71,12.14,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-17,1.4574,0,36.9,11.3451,99.18,104.59,C,-0.33,12.85,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-16,1.4943,0,55.1,11.3451,99.18,104.59,C,-0.49,13.17,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-15,1.5494,0,66.9,11.3451,99.18,104.59,C,-0.59,13.66,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-14,1.6163,0,69.8,11.3451,99.18,104.59,C,-0.62,14.25,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-13,1.6861,0,48.9,11.3451,99.18,104.59,C,-0.43,14.86,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-12,1.735,0,41.8,11.3451,99.18,104.59,C,-0.37,15.29,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-11,1.7768,0,80.5,11.3451,99.18,104.59,C,-0.71,15.66,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-10,1.8573,0,72.5,11.3451,99.18,104.59,C,-0.64,16.37,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-09,1.9298,0,92,11.3451,99.18,104.59,C,-0.81,17.01,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-08,2.0225,0,105.8,11.3451,99.18,104.59,C,-0.93,17.83,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-07,2.1283,0,96.5,11.3451,99.18,104.59,C,-0.85,18.76,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-06,2.2248,0,30.4,11.3451,99.18,104.59,C,-0.27,19.61,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-05,2.2553,31.57,1.5,11.3451,99.18,104.59,C,0.27,19.88,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-04,2.2252,0,41.8,11.3451,99.18,104.59,C,-0.37,19.61,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-03,2.267,0,58.5,11.3451,99.18,104.59,C,-0.52,19.98,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-02,2.3255,0,62.9,11.3451,99.18,104.59,C,-0.55,20.5,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-03-01,2.3884,0,53,11.3451,99.18,104.59,C,-0.47,21.05,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-28,2.4414,0,89,11.3451,99.18,104.59,C,-0.78,21.52,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-27,2.5304,0.02,12.8,11.3451,99.18,104.59,C,-0.11,22.3,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-26,2.5432,0.23,4.5,11.3451,99.18,104.59,C,-0.04,22.42,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-25,2.5475,0,74.4,11.3451,99.18,104.59,C,-0.66,22.45,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-24,2.6219,3.51,12.8,11.3451,99.18,104.59,C,-0.08,23.11,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-23,2.6312,0,65.1,11.3451,99.18,104.59,C,-0.57,23.19,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-22,2.6963,0,73.5,11.3451,99.18,104.59,C,-0.65,23.77,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-21,2.7698,0,40.6,11.3451,99.18,104.59,C,-0.36,24.41,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-20,2.8104,43.05,0,11.3451,99.18,104.59,C,0.38,24.77,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-19,2.7674,22.87,0,11.3451,99.18,104.59,C,0.2,24.39,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-18,2.7445,16.62,0,11.3451,99.18,104.59,C,0.15,24.19,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-17,2.7279,63.45,0,11.3451,99.18,104.59,C,0.56,24.04,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-16,2.6644,17.89,0,11.3451,99.18,104.59,C,0.16,23.49,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-15,2.6465,0.65,6.3,11.3451,99.18,104.59,C,-0.05,23.33,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-14,2.6522,0,25.1,11.3451,99.18,104.59,C,-0.22,23.38,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-13,2.6773,8.15,1,11.3451,99.18,104.59,C,0.06,23.6,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-12,2.6701,0,9.7,11.3451,99.18,104.59,C,-0.09,23.54,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-11,2.6798,0,68.7,11.3451,99.18,104.59,C,-0.61,23.62,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-10,2.7485,0,68,11.3451,99.18,104.59,C,-0.6,24.23,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-09,2.8166,0,41.5,11.3451,99.18,104.59,C,-0.37,24.83,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-08,2.8581,0,33.8,11.3451,99.18,104.59,C,-0.3,25.19,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-07,2.8919,0,43.1,11.3451,99.18,104.59,C,-0.38,25.49,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-06,2.9351,8.17,4.4,11.3451,99.18,104.59,C,0.03,25.87,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-05,2.9313,7.47,0,11.3451,99.18,104.59,C,0.07,25.84,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-04,2.9238,54.26,0,11.3451,99.18,104.59,C,0.48,25.77,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-03,2.8696,54.62,0,11.3451,99.18,104.59,C,0.48,25.29,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-02,2.8149,3.33,4.6,11.3451,99.18,104.59,C,-0.01,24.81,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-02-01,2.8162,0,52.8,11.3451,99.18,104.59,C,-0.47,24.82,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-31,2.869,9.5,1.8,11.3451,99.18,104.59,C,0.07,25.29,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-30,2.8623,46.03,0,11.3451,99.18,104.59,C,0.41,25.23,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-29,2.8163,54.28,0,11.3451,99.18,104.59,C,0.48,24.82,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-28,2.762,0,66.7,11.3451,99.18,104.59,C,-0.59,24.35,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-27,2.8287,0,10.8,11.3451,99.18,104.59,C,-0.09,24.93,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-26,2.8395,0,105.8,11.3451,99.18,104.59,C,-0.93,25.03,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-25,2.9453,0,85.2,11.3451,99.18,104.59,C,-0.75,25.96,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-24,3.0305,0,93.5,11.3451,99.18,104.59,C,-0.82,26.71,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-23,3.124,0,33.6,11.3451,99.18,104.59,C,-0.3,27.54,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-22,3.1577,0,69.5,11.3451,99.18,104.59,C,-0.61,27.83,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-21,3.2272,0,113.3,11.3451,99.18,104.59,C,-1,28.45,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-20,3.3404,0,101.9,11.3451,99.18,104.59,C,-0.9,29.44,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-19,3.4423,0,55.7,11.3451,99.18,104.59,C,-0.49,30.34,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-18,3.498,0,80.2,11.3451,99.18,104.59,C,-0.71,30.83,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-17,3.5782,0,95.1,11.3451,99.18,104.59,C,-0.84,31.54,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-16,3.6733,0,45.7,11.3451,99.18,104.59,C,-0.4,32.38,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-15,3.719,0,52.8,11.3451,99.18,104.59,C,-0.47,32.78,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-14,3.7718,0,125,11.3451,99.18,104.59,C,-1.1,33.25,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-13,3.8969,0,120,11.3451,99.18,104.59,C,-1.06,34.35,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-12,4.0169,0,114.9,11.3451,99.18,104.59,C,-1.01,35.41,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-11,4.1318,0,60.8,11.3451,99.18,104.59,C,-0.54,36.42,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-10,4.1927,0,109.4,11.3451,99.18,104.59,C,-0.96,36.96,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-09,4.3021,0,22.2,11.3451,99.18,104.59,C,-0.2,37.92,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-08,4.3244,0,42.8,11.3451,99.18,104.59,C,-0.38,38.12,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-07,4.3672,0,63.6,11.3451,99.18,104.59,C,-0.56,38.49,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-06,4.4308,0,75.9,11.3451,99.18,104.59,C,-0.67,39.05,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-05,4.5067,45.49,0,11.3451,99.18,104.59,C,0.4,39.72,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-04,4.4612,0,48.1,11.3451,99.18,104.59,C,-0.42,39.32,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-03,4.5093,23.02,4.2,11.3451,99.18,104.59,C,0.17,39.75,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-02,4.4904,89.08,0,11.3451,99.18,104.59,C,0.79,39.58,[],AT,astora,astora GmbH
UGS Haidach (astora),21W000000000078N,21W000000000078N/AT/21X000000001160J,2022-01-01,4.4014,75.98,0,11.3451,99.18,104.59,C,0.67,38.8,[],AT,astora,astora GmbH
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-20,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-19,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-18,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-17,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-16,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
UGS Haidach (GSA),25W-SPHAID-GAZ-M,25W-SPHAID-GAZ-M/AT/25X-GSALLC-----E,2022-05-15,0.0006,0,0,21.3189,184.66,208.98,C,0,0,[],AT,GSA,GSA LLC
