name,code,url,gasDayStart,gasInStorage,injection,withdrawal,workingGasVolume,injectionCapacity,withdrawalCapacity,status,trend,full,info,country,short_company,company_name
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-26,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-25,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-24,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-23,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-22,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-21,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-20,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-19,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-18,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-17,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-16,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-15,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-14,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-13,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-12,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-11,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-10,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-09,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-08,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-07,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-06,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-05,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-04,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-03,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-02,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-03-01,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-28,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-27,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-26,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-25,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-24,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-23,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-22,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-21,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-20,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-19,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-18,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-17,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-16,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-15,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-14,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-13,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-12,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-11,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-10,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-09,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-08,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-07,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-06,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-05,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-04,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-03,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-02,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-02-01,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-31,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-30,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-29,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-28,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-27,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-26,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-25,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-24,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-23,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-22,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-21,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-20,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-19,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-18,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-17,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-16,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-15,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-14,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-13,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-12,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-11,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-10,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-09,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-08,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-07,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-06,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-05,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-04,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-03,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-02,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
VGS VTP Storage GPL,21W0000000001091,21W0000000001091/DE/21X000000001138C,2022-01-01,-,-,-,-,-,-,N,-,-,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-20,13.4083,58.69,0,20.5771,339.9,497.17,C,0.29,65.16,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-19,13.3496,60.13,0,20.5771,339.9,497.17,C,0.29,64.88,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-18,13.2895,92.02,0,20.5771,339.9,497.17,C,0.45,64.58,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-17,13.1975,65.21,0,20.5771,339.9,497.17,C,0.32,64.14,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-16,13.1323,135.36,0,20.5771,339.9,497.17,C,0.66,63.82,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-15,12.9969,209.84,0,20.5771,339.9,497.17,C,1.02,63.16,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-14,12.7871,185.86,0,20.5771,339.9,497.17,C,0.9,62.14,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-13,12.6012,185.43,0,20.5771,339.9,497.17,C,0.9,61.24,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-12,12.4158,128.76,0,21.6046,339.9,497.17,C,0.6,57.47,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-11,12.287,186.18,0,21.6046,339.9,497.17,C,0.86,56.87,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-10,12.1008,160.3,0,21.6046,339.9,497.17,C,0.74,56.01,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-09,11.9405,215.09,0,21.6046,339.9,497.17,C,1,55.27,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-08,11.7254,255.52,0,21.6046,339.9,497.17,C,1.18,54.27,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-07,11.4699,259.14,0,21.6046,339.9,497.17,C,1.2,53.09,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-06,11.2108,225.52,0,21.6046,339.9,497.17,C,1.04,51.89,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-05,10.9853,123.92,0,21.6046,339.9,497.17,C,0.57,50.85,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-04,10.8614,93.98,0,21.6046,339.9,497.17,C,0.43,50.27,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-03,10.7674,103.78,0,21.6046,339.9,497.17,C,0.48,49.84,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-02,10.6636,120.01,0,21.6046,339.9,497.17,C,0.56,49.36,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-05-01,10.5436,131.32,0,21.6046,339.9,497.17,C,0.61,48.8,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-30,10.4123,140.02,0,21.6046,339.9,497.17,C,0.65,48.19,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-29,10.2722,59.85,0,21.6046,339.9,497.17,C,0.28,47.55,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-28,10.2124,94.3,0,21.6046,339.9,497.17,C,0.44,47.27,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-27,10.1181,39.15,0,21.6046,339.9,497.17,C,0.18,46.83,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-26,10.079,21.5,0,21.6046,339.9,497.17,C,0.1,46.65,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-25,10.0575,31.37,29.3,21.6046,339.9,497.17,C,0.01,46.55,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-24,10.0554,130.68,0,21.6046,339.9,497.17,C,0.6,46.54,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-23,9.9247,136.39,0,21.6046,339.9,497.17,C,0.63,45.94,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-22,9.7884,93.98,0,21.6046,339.9,497.17,C,0.43,45.31,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-21,9.6944,97.09,0,21.6046,339.9,497.17,C,0.45,44.87,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-20,9.5973,53.38,0,21.6046,339.9,497.17,C,0.25,44.42,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-19,9.5439,118.92,0,21.6046,339.9,497.17,C,0.55,44.18,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-18,9.3284,137.22,0,21.6046,339.9,497.17,C,0.64,43.18,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-17,9.1912,113.83,0,21.6046,339.9,497.17,C,0.53,42.54,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-16,9.0773,116.7,0,21.6046,339.9,497.17,C,0.54,42.02,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-15,8.9606,94.53,0,21.6046,339.9,497.17,C,0.44,41.48,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-14,8.8661,102.94,0,21.6046,339.9,497.17,C,0.48,41.04,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-13,8.7632,99.6,0,21.6046,339.9,497.17,C,0.46,40.56,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-12,8.6636,45.8,0,21.6046,339.9,497.17,C,0.21,40.1,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-11,8.6178,39.81,0,21.6046,339.9,497.17,C,0.18,39.89,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
"VGS Storage Hub (Bernburg, Bad Lauchstädt)",21W0000000000427,21W0000000000427/DE/21X000000001138C,2022-04-10,8.578,60.41,0,21.6046,339.9,497.17,C,0.28,39.7,[],DE,VNG Gasspeicher GmbH,VNG Gasspeicher GmbH
